country_key,country,score,gdp,social,life,freedom,generosity,corruption,residual
cameroon,Cameroon,5.08489990234375,0.50395804643631,0.899726450443268,0.270189553499222,0.439242482185364,0.198020100593567,0.0543934218585491,2.71937084197998
venezuela,Venezuela,5.05319976806641,0.770238637924194,1.34854686260223,0.767025530338287,0.271717220544815,0.0871791541576385,0.0636247768998146,1.74484086036682
algeria,Algeria,5.00509977340698,0.943856000900269,1.14300358295441,0.745418548583984,0.0839437991380692,0.118915013968945,0.129190653562546,1.84081172943115
senegal,Senegal,4.98080015182495,0.504061818122864,0.954593420028687,0.518391907215118,0.352400898933411,0.16439713537693,0.0818659365177155,2.4051239490509
guinea,Guinea,4.94929981231689,0.390007734298706,0.751365959644318,0.33365523815155,0.371878057718277,0.249490842223167,0.112204559147358,2.74072980880737
niger,Niger,4.90959978103638,0.108330331742764,0.703800141811371,0.298816353082657,0.435311615467072,0.208176895976067,0.13755476474762,3.0176305770874
lao pdr,Lao PDR,4.88859987258911,0.71469384431839,0.987391889095306,0.486378282308578,0.612027287483215,0.272667109966278,0.194273963570595,1.62115263938904
albania,Albania,4.88269996643066,0.906653046607971,0.830483913421631,0.846329629421234,0.46194589138031,0.171027764678001,0.0253612846136093,1.64089703559875
cambodia,Cambodia,4.8484001159668,0.544634938240051,1.07142603397369,0.587904334068298,0.674940347671509,0.233342081308365,0.0728375017642975,1.66330003738403
bangladesh,Bangladesh,4.83279991149902,0.556156277656555,0.868800580501556,0.694940507411957,0.604130566120148,0.176745116710663,0.176735907793045,1.75526189804077
gabon,Gabon,4.82929992675781,0.988044381141663,1.10639750957489,0.522574841976166,0.369459897279739,0.0520136021077633,0.0558045394718647,1.735027551651
south africa,South Africa,4.81409978866577,0.902140438556671,1.25908625125885,0.407034069299698,0.434781819581985,0.126406848430634,0.0595021396875381,1.62511730194092
iraq,Iraq,4.78480005264282,0.982018709182739,1.0114666223526,0.529350697994232,0.283588051795959,0.153002068400383,0.0731649920344353,1.75217366218567
lebanon,Lebanon,4.77150011062622,0.889232516288757,1.19249331951141,0.788671135902405,0.18551667034626,0.158524140715599,0.0215181466192007,1.53554224967957
burkina faso,Burkina Faso,4.76870012283325,0.30246764421463,0.929385900497437,0.312833875417709,0.322398155927658,0.186390608549118,0.12640805542469,2.58882641792297
gambia,Gambia,4.75059986114502,0.256990551948547,0.882678687572479,0.353247880935669,0.403419524431229,0.42598968744278,0.158093795180321,2.27021646499634
mali,Mali,4.72930002212524,0.352462649345398,0.973141729831696,0.234981521964073,0.377534449100494,0.169667050242424,0.0621462762355804,2.55933523178101
nigeria,Nigeria,4.72410011291504,0.64590185880661,0.986717939376831,0.167835935950279,0.435079455375671,0.221328124403954,0.047589935362339,2.21963548660278
armenia,Armenia,4.67679977416992,0.808262407779694,1.03457689285278,0.775857269763947,0.378075808286667,0.107225738465786,0.104618184268475,1.46816158294678
georgia,Georgia,4.67259979248047,0.847198069095612,0.731193900108337,0.694657623767853,0.48549410700798,0.0476097352802753,0.174088075757027,1.69239830970764
iran,Iran,4.67239999771118,1.02932250499725,0.886271178722382,0.749053835868835,0.301195472478867,0.276978939771652,0.14265151321888,1.28696942329407
jordan,Jordan,4.63339996337891,0.785179197788239,1.14011859893799,0.777624726295471,0.424855083227158,0.0914947688579559,0.151878625154495,1.26225805282593
mozambique,Mozambique,4.62360000610352,0.178741365671158,0.955202877521515,0.324223637580872,0.560775339603424,0.220422104001045,0.163064315915108,2.22121620178223
kenya,Kenya,4.58300018310547,0.476413398981094,0.905077755451202,0.536312758922577,0.519180536270142,0.393902093172073,0.0672010779380798,1.6849045753479
namibia,Namibia,4.57110023498535,0.840081989765167,1.24573814868927,0.406871169805527,0.444598972797394,0.0764544829726219,0.0543203428387642,1.50303316116333
ukraine,Ukraine,4.56069993972778,0.780434608459473,1.3213164806366,0.698674380779266,0.319423705339432,0.178551316261292,0.00965115986764431,1.25266933441162
liberia,Liberia,4.55789995193481,0.174103006720543,0.92073392868042,0.392284274101257,0.405943095684052,0.226967871189117,0.0511398762464523,2.38675785064697
state of palestine,State of Palestine,4.55280017852783,0.587819218635559,1.19475555419922,0.61382657289505,0.298700749874115,0.0918162614107132,0.0719136521220207,1.6939857006073
uganda,Uganda,4.43200016021729,0.312337428331375,1.05232739448547,0.378311663866043,0.401682555675507,0.264807373285294,0.0638188421726227,1.95867109298706
chad,Chad,4.42269992828369,0.302287489175797,0.739118278026581,0.108744099736214,0.228601768612862,0.210805088281631,0.0857554078102112,2.74742650985718
tunisia,Tunisia,4.39219999313354,0.874742686748505,0.872167706489563,0.781156718730927,0.235860556364059,0.055881142616272,0.0438995733857155,1.52849674224854
mauritania,Mauritania,4.37459993362427,0.539684891700745,1.11332356929779,0.425184816122055,0.185714483261108,0.128899663686752,0.122257634997368,1.85955739021301
sri lanka,Sri Lanka,4.3270001411438,0.897986948490143,1.19494009017944,0.792036712169647,0.528632462024689,0.252666145563126,0.0494445636868477,0.611288547515869
dr congo,DR Congo,4.31099987030029,0.062487468123436,0.833055019378662,0.277212053537369,0.364622980356216,0.25432488322258,0.0814666450023651,2.43786430358887
eswatini,Swaziland,4.30810022354126,0.82753974199295,1.06483519077301,0.215585827827454,0.299935787916183,0.0672648325562477,0.146765872836113,1.68620729446411
myanmar,Myanmar,4.30800008773804,0.678090929985046,1.09817826747894,0.495443075895309,0.597478866577148,0.56981372833252,0.187530353665352,0.681462526321411
comoros,Comoros,4.28859996795654,0.415620774030685,0.723232805728912,0.437383323907852,0.181028231978416,0.258538275957108,0.100048534572124,2.17276906967163
togo,Togo,4.18720006942749,0.268116265535355,0.547622859477997,0.342731177806854,0.303539037704468,0.200774252414703,0.114826455712318,2.40959525108337
ethiopia,Ethiopia,4.18620014190674,0.315125644207001,1.00110328197479,0.483846247196198,0.412566870450974,0.227698102593422,0.117437034845352,1.62845921516418
madagascar,Madagascar,4.16559982299805,0.244553208351135,0.823694348335266,0.500617027282715,0.192967548966408,0.1911900639534,0.0762486383318901,2.13629841804504
egypt,Egypt,4.15140008926392,0.875228941440582,0.982539534568787,0.596911311149597,0.373684734106064,0.0688012540340424,0.095461793243885,1.15881824493408
sierra leone,Sierra Leone,3.92639994621277,0.240560382604599,0.747984945774078,0.203953966498375,0.382027685642242,0.257647007703781,0.0479409359395504,2.04627180099487
burundi,Burundi,3.77530002593994,0.0,0.403575271368027,0.295212835073471,0.275399059057236,0.187401786446571,0.212186828255653,2.40150737762451
zambia,Zambia,3.75939989089966,0.536833763122559,0.89603728055954,0.363593339920044,0.491317540407181,0.250620901584625,0.0867052376270294,1.13433933258057
haiti,Haiti,3.72079992294312,0.284734427928925,0.64667135477066,0.374366730451584,0.169297516345978,0.463909655809402,0.161935672163963,1.61991691589355
lesotho,Lesotho,3.6528000831604,0.454938739538193,1.08894002437592,0.100934810936451,0.40936753153801,0.102627642452717,0.0504838228225708,1.44551396369934
india,India,3.57329988479614,0.730576157569885,0.644198656082153,0.540570139884949,0.581142246723175,0.237072482705116,0.105587981641293,0.734130859375
malawi,Malawi,3.53800010681152,0.176534727215767,0.530368089675903,0.446163296699524,0.487389832735062,0.213185057044029,0.131633952260017,1.55271828174591
yemen,Yemen,3.52740001678467,0.392701774835587,1.17747712135315,0.415000170469284,0.243721485137939,0.0946890115737915,0.0873521268367767,1.11647272109985
botswana,Botswana,3.47889995574951,0.997548997402191,1.08569478988647,0.494101732969284,0.509089410305023,0.033407486975193,0.101786367595196,0.257240533828735
tanzania,Tanzania,3.47620010375977,0.457163125276566,0.872674643993378,0.442677855491638,0.509343087673187,0.271540910005569,0.203880861401558,0.718963384628296
central african republic,Central African Republic,3.47589993476868,0.0410720817744732,0.0,0.0,0.292814463376999,0.253513216972351,0.0282647181302309,2.8601975440979
rwanda,Rwanda,3.31229996681213,0.343242675065994,0.52287632226944,0.572383284568787,0.604087889194489,0.235704988241196,0.485542476177216,0.548444986343384
zimbabwe,Zimbabwe,3.2992000579834,0.425564020872116,1.04783523082733,0.375037610530853,0.377404719591141,0.151349186897278,0.0809285789728165,0.841031074523926
south sudan,South Sudan,2.81660008430481,0.28908297419548,0.553278505802155,0.208809033036232,0.0656092539429665,0.20993460714817,0.111156798899174,1.37875127792358
afghanistan,Afghanistan,2.56690001487732,0.300705850124359,0.356433838605881,0.266051530838013,0.0,0.135234713554382,0.00122578535228968,1.50723564624786
